bill_type,bill_id,title,summary,congress_num,sponsor_party,sponsor_state,cosponsors_total,cosponsors_dem,cosponsors_rep,cosponsors_ind,month_introduced,subject,committees,url,house_probabilities,house_predictions
H.R. ,1463,"To prohibit Federal officials from owning covered investments, and for other purposes.",,1,D,NJ,0,0,0,0,3,,"House - Judiciary, Financial Services, Agriculture, Oversight and Accountability, House Administration, Ways and Means",https://www.congress.gov/bill/118th-congress/house-bill/1463,0.23%,0
H.R. ,1462,To require enforcement against misbranded milk alternatives.,,1,R,PA,21,6,15,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1462,0.23%,0
H.R. ,1461,"To direct the Secretary of Agriculture and the Administrator of the National Oceanic and Atmospheric Administration to carry out a study on coastal seaweed farming, issue regulation relating to such farming, and establish an Indigenous seaweed farming fund, and for other purposes.",,1,D,CA,1,1,0,0,3,,"House - Natural Resources, Agriculture, Energy and Commerce",https://www.congress.gov/bill/118th-congress/house-bill/1461,0.23%,0
H.R. ,1460,"To require an interagency study on the environmental and energy impacts of crypto-asset mining, to assess crypto-asset mining compliance with the Clean Air Act, and for other purposes.",,1,D,CA,0,0,0,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1460,0.23%,0
H.R. ,1459,"To leverage incentives for the adoption of precision agriculture technology, and for other purposes.",,1,R,IA,3,2,1,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1459,0.23%,0
H.R. ,1458,"To amend titles XVIII and XIX of the Social Security Act to provide for coverage of prescription digital therapeutics under such titles, and for other purposes.",,1,R,OK,3,2,1,0,3,,"House - Energy and Commerce, Ways and Means",https://www.congress.gov/bill/118th-congress/house-bill/1458,0.23%,0
H.R. ,1457,"To require the Secretary of the Interior to take certain actions with respect to certain qualified coal applications, and for other purposes.",,1,R,WY,1,0,1,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1457,0.23%,0
H.R. ,1456,"To limit the use of funds for the production of films using assets of the Department of State under certain circumstances, and for other purposes.",,1,R,TN,0,0,0,0,3,,"House - Foreign Affairs, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1456,0.23%,0
H.R. ,1455,"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to provide research and extension grants to support the study of insects and pests that impact plantains and bananas, and for other purposes.",,1,R,PR,1,1,0,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1455,0.23%,0
H.R. ,1454,"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to establish a cacao tree health initiative, and for other purposes.",,1,R,PR,1,1,0,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1454,0.23%,0
H.R. ,1453,"To amend title 11 of the United States Code, to allow full subrogation, including subrogation to the priority rights of the United States, of claims for the payment of customs duties.",,1,R,NY,9,5,4,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1453,0.23%,0
H.R. ,1452,"To amend the Frank LoBiondo Coast Guard Authorization Act of 2018 to direct the Commandant of the Coast Guard to provide certain data related to water quality, and for other purposes.",,1,D,CA,1,1,0,0,3,,House - Transportation and Infrastructure,https://www.congress.gov/bill/118th-congress/house-bill/1452,0.23%,0
H.R. ,1451,"To amend title 10, United States Code, to authorize the enlistment of certain aliens in the Armed Forces, and for other purposes.",,1,D,AZ,1,1,0,0,3,,"House - Armed Services, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1451,0.23%,0
H.R. ,1450,"To amend the Agricultural Act of 2014 to modify the treatment of revenue from timber sale contracts and certain payments made by counties to the Secretary of Agriculture and the Secretary of the Interior under good neighbor agreements, and for other purposes.",,1,R,ID,3,2,1,0,3,,"House - Natural Resources, Agriculture",https://www.congress.gov/bill/118th-congress/house-bill/1450,0.23%,0
H.R. ,1449,"To amend the Geothermal Steam Act of 1970 to increase the frequency of lease sales, to require replacement sales, and for other purposes.",,1,R,ID,0,0,0,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1449,0.23%,0
H.R. ,1448,"To amend the Defense Production Act of 1950 to prohibit investment by foreign adversaries in United States real estate suitable for renewable energy or renewable fuels production, and for other purposes.",,1,R,IA,9,0,9,0,3,,"House - Financial Services, Foreign Affairs, Energy and Commerce",https://www.congress.gov/bill/118th-congress/house-bill/1448,0.23%,0
H.R. ,1447,"To prohibit an employer from terminating the coverage of an employee under a group health plan while the employer is engaged in a lock-out or while the employee is engaged in a lawful strike, and for other purposes.",,1,D,PA,9,9,0,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1447,0.23%,0
H.R. ,1446,To amend title IV of the Social Security Act to expand foster parent training and authorize new appropriations to support the obtainment of a driver's license.,,1,D,IL,2,1,1,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1446,0.23%,0
H.R. ,1445,To require the Secretary of Transportation to annually report on aviation consumer complaints related to passengers with a disability.,,1,D,TN,1,0,1,0,3,,House - Transportation and Infrastructure,https://www.congress.gov/bill/118th-congress/house-bill/1445,0.23%,0
H.R. ,1444,"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to provide for the consideration of climate change, and for other purposes.",,1,D,MO,7,7,0,0,3,,"House - Energy and Commerce, Transportation and Infrastructure",https://www.congress.gov/bill/118th-congress/house-bill/1444,0.23%,0
H.R. ,1443,"To amend the Outer Continental Shelf Lands Act to prohibit oil and gas preleasing, leasing, and related activities in certain areas of the Outer Continental Shelf off the coast of Florida, and for other purposes.",,1,D,FL,8,6,2,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1443,0.23%,0
H.R. ,1442,"To amend title 5, United States Code, to provide for the forfeiture of certain Federal retirement benefits for Federal employees convicted of making false statements before Congress, and for other purposes.",,1,R,AL,0,0,0,0,3,,House - Oversight and Accountability,https://www.congress.gov/bill/118th-congress/house-bill/1442,0.23%,0
H.R. ,1441,"To require the Bureau of Safety and Environmental Enforcement to further develop, finalize, and implement updated regulations for offshore oil and gas pipelines to address long-standing limitations regarding its ability to ensure active pipeline integrity and address safety and environmental risks associated with decommissioning, and for other purposes.",,1,D,CA,0,0,0,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1441,0.23%,0
H.R. ,1440,"To amend the Internal Revenue Code of 1986 to repeal the excise tax on heavy trucks and trailers, and for other purposes.",,1,R,CA,3,2,1,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1440,0.23%,0
H.R. ,1439,"To amend the Help America Vote Act of 2002 to allow all eligible voters to vote by mail in Federal elections, to amend the National Voter Registration Act of 1993 to provide for automatic voter registration, and for other purposes.",,1,D,OR,13,13,0,0,3,,"House - House Administration, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1439,0.23%,0
H.R. ,1438,To require certain nonprofit and not-for-profit social welfare organizations to submit disclosure reports on foreign funding to the Attorney General; and for other purposes.,,1,R,MI,0,0,0,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1438,0.23%,0
H.R. ,1437,"To authorize livestock producers and their employees to take black vultures in order to prevent death, injury, or destruction to livestock, and for other purposes.",,1,R,TN,1,1,0,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1437,0.23%,0
H.R. ,1436,To provide additional funding for scholarships for students at 1890 institutions.,,1,D,GA,7,7,0,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1436,0.23%,0
H.R. ,1435,To amend the Clean Air Act to prevent the elimination of the sale of internal combustion engines.,,1,R,PA,66,0,66,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1435,0.23%,0
H.R. ,1434,"To amend title 10, United States Code, to require a member of the Armed Forces serving on active duty to receive self defense training once a month to combat sexual assault.",,1,R,FL,17,4,13,0,3,,House - Armed Services,https://www.congress.gov/bill/118th-congress/house-bill/1434,0.23%,0
H.R. ,1433,"To suspend the provision of security assistance to the Philippines until the Government of the Philippines has made certain reforms to the military and police forces, and for other purposes.",,1,D,PA,9,9,0,0,3,,"House - Foreign Affairs, Financial Services",https://www.congress.gov/bill/118th-congress/house-bill/1433,0.23%,0
H.R. ,1432,To amend the Internal Revenue Code of 1986 to provide for the deductibility of charitable contributions to certain organizations for members of the Armed Forces.,,1,R,OH,1,1,0,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1432,0.23%,0
H.R. ,1431,"To amend the Fair Housing Act, to prohibit discrimination based on use of section 8 vouchers, and for other purposes.",,1,D,NY,0,0,0,0,3,,"House - Financial Services, Ways and Means, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1431,0.23%,0
H.R. ,1430,"To direct the Secretary of the Interior and the Secretary of Agriculture to use certain previously completed environmental assessments and environmental impact statements to satisfy the review requirements of the National Environmental Policy Act of 1969, and for other purposes.",,1,R,CA,0,0,0,0,3,,"House - Natural Resources, Agriculture",https://www.congress.gov/bill/118th-congress/house-bill/1430,0.23%,0
H.R. ,1429,To provide for a Federal partnership to ensure educational equity and quality.,,1,D,MD,6,6,0,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1429,0.23%,0
H.R. ,1428,"To amend the Agricultural Marketing Act of 1946 to repeal the prohibition for certain individuals convicted of a felony offense to participate in hemp production, and for other purposes.",,1,D,MD,7,5,2,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1428,0.23%,0
H.R. ,1427,To amend the Food and Nutrition Act of 2008 to limit the use of business integrity and reputation factors when determining the eligibility of a retail food store or a wholesale food concern to be approved to redeem supplemental nutrition assistance program benefits.,,1,D,MD,5,5,0,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1427,0.23%,0
H.R. ,1426,"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to establish a floriculture and nursery plant health initiative, and for other purposes.",,1,D,HI,1,1,0,0,3,,House - Agriculture,https://www.congress.gov/bill/118th-congress/house-bill/1426,0.23%,0
H.R. ,1425,"To require any convention, agreement, or other international instrument on pandemic prevention, preparedness, and response reached by the World Health Assembly to be subject to Senate ratification.",,1,R,WI,22,0,22,0,3,,House - Foreign Affairs,https://www.congress.gov/bill/118th-congress/house-bill/1425,0.23%,0
H.R. ,1424,"To amend the Keep Kids Fed Act of 2022 to extend additional reimbursement rates for certain child nutrition programs, and for other purposes.",,1,D,VA,1,0,1,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1424,0.23%,0
H.R. ,1423,"To authorize the Secretary of Health and Human Services, acting through the Assistant Secretary for Mental Health and Substance Use, to award grants to States, territories, political subdivisions of States and territories, Tribal governments, and consortia of Tribal governments to establish an unarmed mobile crisis response program, and for other purposes.",,1,D,WA,7,6,1,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1423,0.23%,0
H.R. ,1422,"To amend title XIX of the Social Security Act to improve oral health care and dental benefits under the Medicaid program, and for other purposes.",,1,R,ID,0,0,0,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1422,0.23%,0
H.R. ,1421,To amend the Internal Revenue Code of 1986 to increase the limitation of the exclusion for dependent care assistance programs.,,1,D,WA,1,0,1,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1421,0.23%,0
H.R. ,1420,"To modify the requirement to remain outside of the United States for Commonwealth Only Transitional Workers, and for other purposes.",,1,D,MP,0,0,0,0,3,,"House - Natural Resources, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1420,0.23%,0
H.R. ,1419,To direct the Secretary of the Interior to issue a new rule removing the Northern Continental Divide Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife.,,1,R,MT,2,0,2,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1419,0.23%,0
H.R. ,1418,"To amend the Federal Food, Drug, and Cosmetic Act to reauthorize user fee programs relating to new animal drugs and generic new animal drugs.",,1,R,IN,1,1,0,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1418,0.23%,0
H.R. ,1417,To repeal the provision of law that provides automatic pay adjustments for Members of Congress.,,1,R,IA,0,0,0,0,3,,"House - House Administration, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1417,0.23%,0
H.R. ,1416,"To amend title 5, United States Code (commonly referred to as the Inspector General Act of 1978), to establish a Federal Retirement Thrift Investment Board Inspector General, and for other purposes.",,1,D,DC,0,0,0,0,3,,House - Oversight and Accountability,https://www.congress.gov/bill/118th-congress/house-bill/1416,0.23%,0
H.R. ,1415,"To amend the Elementary and Secondary Education Act of 1965 to provide grants to hire and retain school social workers, and for other purposes.",,1,D,WI,1,1,0,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1415,0.23%,0
H.R. ,1414,"To amend the Internal Revenue Code of 1986 to clarify the definition of broker, and for other purposes.",,1,R,NC,9,4,5,0,3,,"House - Ways and Means, Financial Services",https://www.congress.gov/bill/118th-congress/house-bill/1414,0.23%,0
H.R. ,1413,"To require the Secretary of Veterans Affairs to expand or otherwise modify an existing national cemetery to ensure that full military honors are provided at such cemetery, to require the Secretary of Defense and the Secretary of Veterans Affairs to jointly submit to Congress a report containing a proposal to increase national cemetery capacity and an assessment of the criteria for interment at Arlington National Cemetery, and for other purposes.",,1,R,MI,4,3,1,0,3,,"House - Veterans' Affairs, Armed Services",https://www.congress.gov/bill/118th-congress/house-bill/1413,0.23%,0
H.R. ,1412,"To establish the Foundation for Digital Equity, and for other purposes.",,1,D,CA,5,5,0,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1412,0.23%,0
H.R. ,1411,"To require Senate confirmation of Inspector General of the Bureau of Consumer Financial Protection, and for other purposes.",,1,R,MO,0,0,0,0,3,,"House - Oversight and Accountability, Financial Services",https://www.congress.gov/bill/118th-congress/house-bill/1411,0.23%,0
H.R. ,1410,"To amend the Consumer Financial Protection Act of 2010 to make the Bureau of Consumer Financial Protection an independent Consumer Financial Protection Commission, and for other purposes.",,1,R,MO,0,0,0,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1410,0.23%,0
H.R. ,1409,"To amend the Federal Deposit Insurance Act to revise the membership requirements for the Board of Directors of the Federal Deposit Insurance Corporation, and for other purposes.",,1,R,MO,0,0,0,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1409,0.23%,0
H.R. ,1408,To deter foreign financial institutions from providing banking services for the benefit of foreign terrorist organizations and from facilitating or promoting payments for acts of terrorism.,,1,R,CO,14,2,12,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1408,0.23%,0
H.R. ,1407,To amend the Internal Revenue Code of 1986 to modify the private business use requirements for bonds issued for lead service line replacement projects.,,1,D,MI,4,2,2,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1407,0.23%,0
H.R. ,1406,"To amend title XVIII of the Social Security Act to permanently extend certain in-home cardiopulmonary rehabilitation flexibilities established in response to COVID-19, and for other purposes.",,1,R,PA,1,1,0,0,3,,"House - Energy and Commerce, Ways and Means",https://www.congress.gov/bill/118th-congress/house-bill/1406,0.23%,0
H.R. ,1405,"To improve services for trafficking victims by establishing, in Homeland Security Investigations, the Investigators Maintain Purposeful Awareness to Combat Trafficking Trauma Program and the Victim Assistance Program.",,1,R,OH,3,2,1,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1405,0.23%,0
H.R. ,1404,To prohibit biometric surveillance by the Federal Government without explicit statutory authorization and to withhold certain Federal public safety grants from State and local governments that engage in biometric surveillance.,,1,D,WA,10,10,0,0,3,,"House - Judiciary, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1404,0.23%,0
H.R. ,1403,"To amend the Workforce Innovation and Opportunity Act to create a new national program to support mid-career workers, including workers from underrepresented populations, in reentering the STEM workforce, by providing funding to small- and medium-sized STEM businesses so the businesses can offer paid internships or other returnships that lead to positions above entry level.",,1,D,PA,1,0,1,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1403,0.23%,0
H.R. ,1402,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide coverage for boxing-based exercise classes for veterans diagnosed with certain movement disorders, and for other purposes.",,1,D,NY,1,0,1,0,3,,House - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/house-bill/1402,0.23%,0
H.R. ,1401,To require the Commissioner of U.S. Customs and Border Protection to regularly review and update policies and manuals related to inspections at ports of entry.,,1,R,MS,7,4,3,0,3,,"House - Homeland Security, Ways and Means",https://www.congress.gov/bill/118th-congress/house-bill/1401,0.23%,0
H.R. ,1400,"To direct the Interagency Council on Statistical Policy to develop a plan to collect and publish statistics regarding the Territories of the United States in the same manner as statistics are collected and reported by Federal agencies for the several States, and for other purposes.",,1,D,AZ,5,2,3,0,3,,"House - Natural Resources, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1400,0.23%,0
H.R. ,1399,"To amend chapter 110 of title 18, United States Code, to prohibit gender affirming care on minors, and for other purposes.",,1,R,GA,23,0,23,0,3,,"House - Judiciary, Ways and Means, Energy and Commerce, Education and the Workforce",https://www.congress.gov/bill/118th-congress/house-bill/1399,0.23%,0
H.R. ,1398,"To establish the CCP Initiative program, and for other purposes.",,1,R,TX,4,0,4,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1398,0.23%,0
H.R. ,1397,"To amend the Fair Labor Standards Act of 1938 to exempt certain 16- and 17-year-old individuals employed in timber harvesting entities or mechanized timber harvesting entities from child labor laws, and for other purposes.",,1,D,ME,3,1,2,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1397,0.23%,0
H.R. ,1396,"To modify the boundary of the Berryessa Snow Mountain National Monument to include certain Federal land in Lake County, California, and for other purposes.",,1,D,CA,9,9,0,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1396,0.23%,0
H.R. ,1395,"To amend the Water Infrastructure Improvements for the Nation Act to reauthorize Delaware River Basin conservation programs, and for other purposes.",,1,R,PA,12,11,1,0,3,,"House - Natural Resources, Transportation and Infrastructure",https://www.congress.gov/bill/118th-congress/house-bill/1395,0.23%,0
H.R. ,1394,"To amend the Immigration and Nationality Act to clarify that expedited removal of inadmissible arriving aliens applies regardless of where the alien is encountered or apprehended, and for other purposes.",,1,R,TX,13,0,13,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1394,0.23%,0
H.R. ,1393,"To amend the Controlled Substances Act to define currently accepted medical use with severe restrictions, and for other purposes.",,1,D,PA,1,0,1,0,3,,"House - Energy and Commerce, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1393,0.23%,0
H.R. ,1392,"To reauthorize the National Flood Insurance Program through December 31, 2024.",,1,R,OH,0,0,0,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1392,0.23%,0
H.R. ,1391,"To prohibit Members of the House of Representatives who are convicted of offenses involving financial or campaign finance fraud from receiving compensation for biographies, media appearances, or expressive or creative works, and for other purposes.",,1,R,NY,5,0,5,0,3,,House - House Administration,https://www.congress.gov/bill/118th-congress/house-bill/1391,0.23%,0
H.R. ,1390,"To amend title 31, United States Code, to require the Chief Operating Officer of each agency to compile a list of unnecessary programs, and for other purposes.",,1,D,TX,4,3,1,0,3,,House - Oversight and Accountability,https://www.congress.gov/bill/118th-congress/house-bill/1390,0.23%,0
H.R. ,1389,To provide the Secretary of Energy with the authority to enter into contracts and cooperative agreements to improve the resilience of defense critical electric infrastructure and reduce the vulnerability of critical defense facilities to the disruption of the supply of electric energy to those facilities.,,1,D,CO,2,1,1,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1389,0.23%,0
H.R. ,1388,To require the Secretary of the Treasury mint coins to honor and memorialize the tragedy of the Sultana steamboat explosion of 1865.,,1,R,AR,59,2,57,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1388,0.23%,0
H.R. ,1387,"To amend the Elementary and Secondary Education Act of 1965 to increase civics education programs, and for other purposes.",,1,D,MO,43,43,0,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1387,0.23%,0
H.R. ,1386,"To amend the Immigration and Nationality Act to provide for the automatic acquisition of citizenship for certain children born outside the United States to a parent who is or becomes a United States citizen, and for other purposes.",,1,D,NY,18,18,0,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1386,0.23%,0
H.R. ,1385,"To amend title XXVII of the Public Health Service Act to improve health care coverage under vision and dental plans, and for other purposes.",,1,R,GA,2,1,1,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1385,0.23%,0
H.R. ,1384,To amend the Internal Revenue Code of 1986 to increase the income cap for and make permanent the mortgage insurance premium deduction.,,1,R,FL,1,1,0,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1384,0.23%,0
H.R. ,1383,"To amend the Marine Mammal Protection Act of 1972 to direct the Secretary of Commerce to establish a climate impact management plan for the conservation of certain marine mammal species, and for other purposes.",,1,D,CA,2,2,0,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1383,0.23%,0
H.R. ,1382,"To change the Bureau of Consumer Financial Protection into an independent agency named the Consumer Financial Empowerment Agency, to transition the Agency to the regular appropriations process, and for other purposes.",,1,R,KY,26,0,26,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1382,0.23%,0
H.R. ,1381,"To provide that individuals who are beneficiaries of deferred action, deferred enforced departure, or temporary protected status shall be treated in the same manner as citizens of the United States for purposes of determining the eligibility of such individuals to serve as officers or employees of Congress.",,1,D,CA,1,1,0,0,3,,House - House Administration,https://www.congress.gov/bill/118th-congress/house-bill/1381,0.23%,0
H.R. ,1380,"To require the Secretary of Agriculture and the Secretary of the Interior to issue guidance on climbing management in designated wilderness areas, and for other purposes.",,1,R,UT,1,1,0,0,3,,"House - Natural Resources, Agriculture",https://www.congress.gov/bill/118th-congress/house-bill/1380,0.23%,0
H.R. ,1379,"To permit a registered investment company to omit certain fees from the calculation of Acquired Fund Fees and Expenses, and for other purposes.",,1,D,CA,1,0,1,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1379,0.23%,0
H.R. ,1378,"To amend title 38, United States Code, to establish an internship program within the Board of Veterans' Appeals, and for other purposes.",,1,R,AZ,5,3,2,0,3,,House - Veterans' Affairs,https://www.congress.gov/bill/118th-congress/house-bill/1378,0.23%,0
H.R. ,1377,"To direct the Assistant Secretary of Commerce for Communications and Information to take certain actions to enhance the representation of the United States and promote United States leadership in communications standards-setting bodies, and for other purposes.",,1,R,MI,3,2,1,0,3,,"House - Energy and Commerce, Foreign Affairs",https://www.congress.gov/bill/118th-congress/house-bill/1377,0.23%,0
H.R. ,1376,"To require the Director of National Intelligence to declassify information relating to the origin of COVID-19, and for other purposes.",,1,R,OH,13,0,13,0,3,,"House - Intelligence (Permanent Select), Energy and Commerce",https://www.congress.gov/bill/118th-congress/house-bill/1376,0.23%,0
H.R. ,1375,To allow the Secretary of Health and Human Services to deny approval of a new drug application for an opioid analgesic drug on the basis of such drug not being clinically superior to other commercially available drugs.,,1,D,MD,1,0,1,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1375,0.23%,0
H.R. ,1374,"To amend the Higher Education Act of 1965 to prohibit the imposition of COVID-19 vaccine mandates by institutions of higher education, and for other purposes.",,1,R,NY,2,0,2,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1374,0.23%,0
H.R. ,1373,SAFE Laboratories Act,,0,R,UT,0,0,0,0,3,International Affairs,House - Foreign Affairs,https://www.congress.gov/bill/118th-congress/house-bill/1373,0.23%,0
H.R. ,1372,"To award a Congressional Gold Medal to all United States nationals who voluntarily joined the Canadian and British armed forces and their supporting entities during World War II, in recognition of their dedicated service.",,1,D,VA,3,2,1,0,3,,"House - Financial Services, House Administration",https://www.congress.gov/bill/118th-congress/house-bill/1372,0.23%,0
H.R. ,1371,Student Loan Disclosure Transparency Act of 2023,,1,D,VA,5,2,3,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1371,0.23%,0
H.R. ,1370,Communications Security Act,,0,D,MI,1,0,1,0,3,"Science, Technology, Communications",House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1370,0.48%,0
H.R. ,1369,Peace on the Korean Peninsula Act,,0,D,CA,20,19,1,0,3,International Affairs,House - Foreign Affairs,https://www.congress.gov/bill/118th-congress/house-bill/1369,0.24%,0
H.R. ,1368,Deter PRC Support to the Russian War Effort Act,,1,D,CA,19,19,0,0,3,,"House - Foreign Affairs, Judiciary, Financial Services, Ways and Means, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1368,0.23%,0
H.R. ,1367,Water System Threat Preparedness and Resilience Act of 2023,,1,D,IL,0,0,0,0,3,,"House - Transportation and Infrastructure, Energy and Commerce",https://www.congress.gov/bill/118th-congress/house-bill/1367,0.23%,0
H.R. ,1366,"To require the Department of Housing and Urban Development to conduct an annual risk assessment of properties receiving tenant-based or project-based rental assistance for lead-based hazards, and for other purposes.",,1,R,FL,1,1,0,0,3,,House - Financial Services,https://www.congress.gov/bill/118th-congress/house-bill/1366,0.23%,0
H.R. ,1365,"To provide that Federal funds may not be made available to lawless jurisdictions, and for other purposes.",,1,R,MT,2,0,2,0,3,,"House - Judiciary, Oversight and Accountability",https://www.congress.gov/bill/118th-congress/house-bill/1365,0.23%,0
H.R. ,1364,To direct the Secretary of the Interior to reissue a final rule relating to removing the Greater Yellowstone Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife and to issue a new rule removing the Northern Continental Divide Ecosystem population of grizzly bears from such list.,,1,R,MT,5,0,5,0,3,,House - Natural Resources,https://www.congress.gov/bill/118th-congress/house-bill/1364,0.23%,0
H.R. ,1363,"To amend the Internal Revenue Code of 1986 to provide bonus depreciation for certain space launch expenditures, and for other purposes.",,1,R,FL,1,1,0,0,3,,House - Ways and Means,https://www.congress.gov/bill/118th-congress/house-bill/1363,0.23%,0
H.R. ,1362,To prohibit the Secretary of the Interior and the Secretary of Agriculture from issuing a moratorium on issuing new oil and gas leases and drill permits on certain Federal lands.,,1,R,TX,7,0,7,0,3,,"House - Natural Resources, Agriculture",https://www.congress.gov/bill/118th-congress/house-bill/1362,0.23%,0
H.R. ,1361,"To authorize the Director of the Bureau of Justice Assistance to make grants to States, units of local government, and gun dealers to conduct gun buyback programs, and for other purposes.",,1,D,NJ,16,16,0,0,3,,House - Judiciary,https://www.congress.gov/bill/118th-congress/house-bill/1361,0.23%,0
H.R. ,1360,"To establish a cybersecurity literacy campaign, and for other purposes.",,1,R,CA,1,1,0,0,3,,House - Energy and Commerce,https://www.congress.gov/bill/118th-congress/house-bill/1360,0.23%,0
H.R. ,1359,To expand the take-home prescribing of methadone through pharmacies.,,1,D,NJ,12,10,2,0,3,,"House - Energy and Commerce, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1359,0.23%,0
H.R. ,1358,"To direct the Bureau of Labor Statistics to prepare and publish a Consumer Price Index for Rural Consumers, and for other purposes.",,1,R,NY,2,2,0,0,3,,House - Education and the Workforce,https://www.congress.gov/bill/118th-congress/house-bill/1358,0.23%,0
H.R. ,1357,To provide for congressional oversight of certain sanctions imposed with respect to the Russian Federation.,,1,R,PA,5,0,5,0,3,,"House - Foreign Affairs, Judiciary",https://www.congress.gov/bill/118th-congress/house-bill/1357,0.23%,0
