"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"H.R. 714",https://www.congress.gov/bill/118th-congress/house-bill/714,"118th Congress (2023-2024)","Feral Swine Act",,"De La Cruz, Monica [Rep.-R-TX-15]",,02/01/2023,22,,,"House - Agriculture","Referred to the Subcommittee on Livestock, Dairy, and Poultry.",03/02/2023,"Gonzales, Tony [Rep.-R-TX-23]","Fallon, Pat [Rep.-R-TX-4]","Pfluger, August [Rep.-R-TX-11]","Crockett, Jasmine [Rep.-D-TX-30]","McCaul, Michael T. [Rep.-R-TX-10]","Moore, Barry [Rep.-R-AL-2]","Salazar, Maria Elvira [Rep.-R-FL-27]","Sessions, Pete [Rep.-R-TX-17]","Cuellar, Henry [Rep.-D-TX-28]","Gooden, Lance [Rep.-R-TX-5]","Ellzey, Jake [Rep.-R-TX-6]","Jackson, Ronny [Rep.-R-TX-13]","Scott, Austin [Rep.-R-GA-8]","Rouzer, David [Rep.-R-NC-7]","Wilson, Joe [Rep.-R-SC-2]","Dunn, Neal P. [Rep.-R-FL-2]","Allen, Rick W. [Rep.-R-GA-12]","Guest, Michael [Rep.-R-MS-3]","Babin, Brian [Rep.-R-TX-36]","Cloud, Michael [Rep.-R-TX-27]","Duncan, Jeff [Rep.-R-SC-3]","Johnson, Mike [Rep.-R-LA-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 713",https://www.congress.gov/bill/118th-congress/house-bill/713,"118th Congress (2023-2024)","Declaring War on the Cartels Act of 2023",,"Crenshaw, Dan [Rep.-R-TX-2]",,02/01/2023,8,,,"House - Judiciary, Foreign Affairs, Financial Services, Ways and Means, Homeland Security","Referred to the Committee on the Judiciary, and in addition to the Committees on Foreign Affairs, Financial Services, Ways and Means, and Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,"Carter, Earl L. ""Buddy"" [Rep.-R-GA-1]","Bergman, Jack [Rep.-R-MI-1]","Miller, Mary E. [Rep.-R-IL-15]","Ellzey, Jake [Rep.-R-TX-6]","Hudson, Richard [Rep.-R-NC-9]","Van Duyne, Beth [Rep.-R-TX-24]","Weber, Randy K., Sr. [Rep.-R-TX-14]","Sessions, Pete [Rep.-R-TX-17]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 712",https://www.congress.gov/bill/118th-congress/house-bill/712,"118th Congress (2023-2024)","State Border Security Reimbursement Act of 2023",,"Crenshaw, Dan [Rep.-R-TX-2]",,02/01/2023,11,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",02/01/2023,"Van Duyne, Beth [Rep.-R-TX-24]","Roy, Chip [Rep.-R-TX-21]","Arrington, Jodey C. [Rep.-R-TX-19]","De La Cruz, Monica [Rep.-R-TX-15]","Moran, Nathaniel [Rep.-R-TX-1]","Pfluger, August [Rep.-R-TX-11]","Jackson, Ronny [Rep.-R-TX-13]","Weber, Randy K., Sr. [Rep.-R-TX-14]","Babin, Brian [Rep.-R-TX-36]","Ellzey, Jake [Rep.-R-TX-6]","Carter, John R. [Rep.-R-TX-31]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,"Intergovernmental relations","State and local finance","Border security and unlawful immigration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 711",https://www.congress.gov/bill/118th-congress/house-bill/711,"118th Congress (2023-2024)","Throw Away Junk Plans Act",,"Castor, Kathy [Rep.-D-FL-14]",,02/01/2023,0,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",02/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,"Health care costs and insurance","Insurance industry and regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 710",https://www.congress.gov/bill/118th-congress/house-bill/710,"118th Congress (2023-2024)","Sustainable Budget Act of 2022",,"Case, Ed [Rep.-D-HI-1]",,02/01/2023,1,,,"House - Budget, Rules","Sponsor introductory remarks on measure. (CR E91)",02/02/2023,"Womack, Steve [Rep.-R-AR-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Economics and Public Finance",Senate,"Presidents and presidential powers, Vice Presidents","Legislative rules and procedure","House of Representatives","Government studies and investigations","Government information and archives","Congressional operations and organization","Budget process","Budget deficits and national debt","Advisory bodies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 709",https://www.congress.gov/bill/118th-congress/house-bill/709,"118th Congress (2023-2024)","Muhammad Ali Congressional Gold Medal Act",,"Carson, Andre [Rep.-D-IN-7]",,02/01/2023,53,,,"House - Financial Services","Referred to the House Committee on Financial Services.",02/01/2023,"Kelly, Robin L. [Rep.-D-IL-2]","Kim, Andy [Rep.-D-NJ-3]","Sherrill, Mikie [Rep.-D-NJ-11]","Strickland, Marilyn [Rep.-D-WA-10]","Thanedar, Shri [Rep.-D-MI-13]","Thompson, Bennie G. [Rep.-D-MS-2]","Torres, Ritchie [Rep.-D-NY-15]","Tlaib, Rashida [Rep.-D-MI-12]","Vargas, Juan [Rep.-D-CA-52]","Veasey, Marc A. [Rep.-D-TX-33]","Williams, Nikema [Rep.-D-GA-5]","Wilson, Frederica S. [Rep.-D-FL-24]","Adams, Alma S. [Rep.-D-NC-12]","Bishop, Sanford D., Jr. [Rep.-D-GA-2]","Bowman, Jamaal [Rep.-D-NY-16]","Bush, Cori [Rep.-D-MO-1]","Cárdenas, Tony [Rep.-D-CA-29]","Carter, Troy [Rep.-D-LA-2]","Cherfilus-McCormick, Sheila [Rep.-D-FL-20]","Clarke, Yvette D. [Rep.-D-NY-9]","Cleaver, Emanuel [Rep.-D-MO-5]","Cohen, Steve [Rep.-D-TN-9]","Costa, Jim [Rep.-D-CA-21]","Crockett, Jasmine [Rep.-D-TX-30]","Davis, Danny K. [Rep.-D-IL-7]","Espaillat, Adriano [Rep.-D-NY-13]","Evans, Dwight [Rep.-D-PA-3]","Foushee, Valerie P. [Rep.-D-NC-4]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","Green, Al [Rep.-D-TX-9]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Jacobs, Sara [Rep.-D-CA-51]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Keating, William R. [Rep.-D-MA-9]","Khanna, Ro [Rep.-D-CA-17]","Lee, Barbara [Rep.-D-CA-12]","Lynch, Stephen F. [Rep.-D-MA-8]","McGarvey, Morgan [Rep.-D-KY-3]","McGovern, James P. [Rep.-D-MA-2]","Meeks, Gregory W. [Rep.-D-NY-5]","Mfume, Kweisi [Rep.-D-MD-7]","Moore, Gwen [Rep.-D-WI-4]","Mrvan, Frank J. [Rep.-D-IN-1]","Napolitano, Grace F. [Rep.-D-CA-31]","Omar, Ilhan [Rep.-D-MN-5]","Sewell, Terri A. [Rep.-D-AL-7]","Ruppersberger, C. A. Dutch [Rep.-D-MD-2]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Pressley, Ayanna [Rep.-D-MA-7]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Landsman, Greg [Rep.-D-OH-1]","Allred, Colin Z. [Rep.-D-TX-32]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sports and Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 708",https://www.congress.gov/bill/118th-congress/house-bill/708,"118th Congress (2023-2024)","Climate Agricultural Conservation Practices Act",,"Brownley, Julia [Rep.-D-CA-26]",,02/01/2023,0,,,"House - Agriculture","Referred to the Subcommittee on Conservation, Research, and Biotechnology.",03/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 707",https://www.congress.gov/bill/118th-congress/house-bill/707,"118th Congress (2023-2024)","CALL Act",,"Brownley, Julia [Rep.-D-CA-26]",,02/01/2023,0,,,"House - Agriculture","Referred to the Subcommittee on Conservation, Research, and Biotechnology.",03/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 706",https://www.congress.gov/bill/118th-congress/house-bill/706,"118th Congress (2023-2024)","SNAP Access for Medically Vulnerable Children Act of 2023",,"Brown, Shontel M. [Rep.-D-OH-11]",,02/01/2023,7,,,"House - Agriculture","Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",03/02/2023,"Hayes, Jahana [Rep.-D-CT-5]","Kaptur, Marcy [Rep.-D-OH-9]","Bishop, Sanford D., Jr. [Rep.-D-GA-2]","Crockett, Jasmine [Rep.-D-TX-30]","Thompson, Bennie G. [Rep.-D-MS-2]","Smith, Adam [Rep.-D-WA-9]","Carter, Troy [Rep.-D-LA-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 705",https://www.congress.gov/bill/118th-congress/house-bill/705,"118th Congress (2023-2024)","Veterans 2nd Amendment Protection Act",,"Bost, Mike [Rep.-R-IL-12]",,02/01/2023,59,,,"House - Veterans' Affairs","Referred to the House Committee on Veterans' Affairs.",02/01/2023,"Lesko, Debbie [Rep.-R-AZ-8]","Mast, Brian J. [Rep.-R-FL-21]","LaHood, Darin [Rep.-R-IL-16]","Zinke, Ryan K. [Rep.-R-MT-1]","Stefanik, Elise M. [Rep.-R-NY-21]","Bergman, Jack [Rep.-R-MI-1]","Mace, Nancy [Rep.-R-SC-1]","Rosendale Sr., Matthew M. [Rep.-R-MT-2]","Miller-Meeks, Mariannette [Rep.-R-IA-1]","Murphy, Gregory [Rep.-R-NC-3]","Van Orden, Derrick [Rep.-R-WI-3]","Luttrell, Morgan [Rep.-R-TX-8]","Ciscomani, Juan [Rep.-R-AZ-6]","Crane, Elijah [Rep.-R-AZ-2]","Self, Keith [Rep.-R-TX-3]","Kiggans, Jennifer A [Rep.-R-VA-2]","Ellzey, Jake [Rep.-R-TX-6]","Mann, Tracey [Rep.-R-KS-1]","Banks, Jim [Rep.-R-IN-3]","Reschenthaler, Guy [Rep.-R-PA-14]","Kelly, Mike [Rep.-R-PA-16]","De La Cruz, Monica [Rep.-R-TX-15]","Higgins, Clay [Rep.-R-LA-3]","Crawford, Eric A. ""Rick"" [Rep.-R-AR-1]","Gaetz, Matt [Rep.-R-FL-1]","Wenstrup, Brad R. [Rep.-R-OH-2]","Baird, James R. [Rep.-R-IN-4]","Boebert, Lauren [Rep.-R-CO-3]","Feenstra, Randy [Rep.-R-IA-4]","Johnson, Mike [Rep.-R-LA-4]","Jackson, Ronny [Rep.-R-TX-13]","Tenney, Claudia [Rep.-R-NY-24]","Guthrie, Brett [Rep.-R-KY-2]","Gosar, Paul A. [Rep.-R-AZ-9]","Newhouse, Dan [Rep.-R-WA-4]","Cline, Ben [Rep.-R-VA-6]","Langworthy, Nicholas A. [Rep.-R-NY-23]","Finstad, Brad [Rep.-R-MN-1]","Wittman, Robert J. [Rep.-R-VA-1]","Babin, Brian [Rep.-R-TX-36]","Crenshaw, Dan [Rep.-R-TX-2]","Moolenaar, John R. [Rep.-R-MI-2]","Joyce, John [Rep.-R-PA-13]","LaTurner, Jake [Rep.-R-KS-2]","Hudson, Richard [Rep.-R-NC-9]","Westerman, Bruce [Rep.-R-AR-4]","Houchin, Erin [Rep.-R-IN-9]","DesJarlais, Scott [Rep.-R-TN-4]","Fischbach, Michelle [Rep.-R-MN-7]","Carl, Jerry L. [Rep.-R-AL-1]","Hageman, Harriet M. [Rep.-R-WY-At Large]","Huizenga, Bill [Rep.-R-MI-4]","Lamborn, Doug [Rep.-R-CO-5]","Harris, Andy [Rep.-R-MD-1]","Hunt, Wesley [Rep.-R-TX-38]","Johnson, Dusty [Rep.-R-SD-At Large]","Bilirakis, Gus M. [Rep.-R-FL-12]","Timmons, William R. IV [Rep.-R-SC-4]","Moore, Barry [Rep.-R-AL-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 704",https://www.congress.gov/bill/118th-congress/house-bill/704,"118th Congress (2023-2024)","Promoting Access to Diabetic Shoes Act",,"Blumenauer, Earl [Rep.-D-OR-3]",,02/01/2023,7,,,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,"LaHood, Darin [Rep.-R-IL-16]","Lynch, Stephen F. [Rep.-D-MA-8]","Fitzpatrick, Brian K. [Rep.-R-PA-1]","Crockett, Jasmine [Rep.-D-TX-30]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Pingree, Chellie [Rep.-D-ME-1]","Trone, David J. [Rep.-D-MD-6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 703",https://www.congress.gov/bill/118th-congress/house-bill/703,"118th Congress (2023-2024)","Black History is American History Act",,"Beatty, Joyce [Rep.-D-OH-3]",,02/01/2023,58,,,"House - Education and the Workforce","Referred to the House Committee on Education and the Workforce.",02/01/2023,"Williams, Nikema [Rep.-D-GA-5]","Plaskett, Stacey E. [Del.-D-VI-At Large]","Cleaver, Emanuel [Rep.-D-MO-5]","Brown, Shontel M. [Rep.-D-OH-11]","Sablan, Gregorio Kilili Camacho [Del.-D-MP-At Large]","Frankel, Lois [Rep.-D-FL-22]","Nadler, Jerrold [Rep.-D-NY-12]","Auchincloss, Jake [Rep.-D-MA-4]","Sewell, Terri A. [Rep.-D-AL-7]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Bowman, Jamaal [Rep.-D-NY-16]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Ivey, Glenn [Rep.-D-MD-4]","Bonamici, Suzanne [Rep.-D-OR-1]","Mfume, Kweisi [Rep.-D-MD-7]","DeSaulnier, Mark [Rep.-D-CA-10]","Lynch, Stephen F. [Rep.-D-MA-8]","Wasserman Schultz, Debbie [Rep.-D-FL-25]","Meng, Grace [Rep.-D-NY-6]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Hayes, Jahana [Rep.-D-CT-5]","Jayapal, Pramila [Rep.-D-WA-7]","Crockett, Jasmine [Rep.-D-TX-30]","Green, Al [Rep.-D-TX-9]","Lee, Barbara [Rep.-D-CA-12]","McBath, Lucy [Rep.-D-GA-7]","Moore, Gwen [Rep.-D-WI-4]","Pressley, Ayanna [Rep.-D-MA-7]","Strickland, Marilyn [Rep.-D-WA-10]","Sykes, Emilia Strong [Rep.-D-OH-13]","Thompson, Bennie G. [Rep.-D-MS-2]","Blunt Rochester, Lisa [Rep.-D-DE-At Large]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Kelly, Robin L. [Rep.-D-IL-2]","Underwood, Lauren [Rep.-D-IL-14]","DeGette, Diana [Rep.-D-CO-1]","Carter, Troy [Rep.-D-LA-2]","Frost, Maxwell [Rep.-D-FL-10]","Castor, Kathy [Rep.-D-FL-14]","Veasey, Marc A. [Rep.-D-TX-33]","Adams, Alma S. [Rep.-D-NC-12]","Waters, Maxine [Rep.-D-CA-43]","Jackson Lee, Sheila [Rep.-D-TX-18]","Kamlager-Dove, Sydney [Rep.-D-CA-37]","Wilson, Frederica S. [Rep.-D-FL-24]","Foushee, Valerie P. [Rep.-D-NC-4]","Davis, Donald G. [Rep.-D-NC-1]","Davis, Danny K. [Rep.-D-IL-7]","Horsford, Steven [Rep.-D-NV-4]","Jackson, Jonathan L. [Rep.-D-IL-1]","Clarke, Yvette D. [Rep.-D-NY-9]","Carson, Andre [Rep.-D-IN-7]","Bishop, Sanford D., Jr. [Rep.-D-GA-2]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Neguse, Joe [Rep.-D-CO-2]","Meeks, Gregory W. [Rep.-D-NY-5]","Clyburn, James E. [Rep.-D-SC-6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 702",https://www.congress.gov/bill/118th-congress/house-bill/702,"118th Congress (2023-2024)","HOME Act of 2023",,"Horsford, Steven [Rep.-D-NV-4]",,02/01/2023,2,,,"House - Financial Services, Judiciary","Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,"Mfume, Kweisi [Rep.-D-MD-7]","Williams, Nikema [Rep.-D-GA-5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Housing and Community Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 701",https://www.congress.gov/bill/118th-congress/house-bill/701,"118th Congress (2023-2024)","DEI Pay Cap Act of 2023",,"Banks, Jim [Rep.-R-IN-3]",,02/01/2023,0,,,"House - Armed Services, Oversight and Accountability","Referred to the Committee on Armed Services, and in addition to the Committee on Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
