Bill Type,Congress,Number of Cosponsors,Cosponsor Dems,Cosponsor Reps,Cosponsor Ind,Cosponsor States,Committees,Latest Action,Subject,Sponsor Title,Sponsor Party,Sponsor State,Month Introduced,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Judiciary,Rules and Administration,Small Business and Entrepreneurship,Veterans Affairs,International Narcotics Control,Ethics,Indian Affairs,Intelligence,Printing,Taxation,Library,Economic,bill_passed,bill_referred_committee
S. ,113,1,1,0,0,1,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,AK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,VT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,0,2,0,2,Senate - Finance,Read twice and referred to the Committee on Finance.,Employee benefits and pensions,Sen.,D,VA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,44,43,0,1,29,,Motion to proceed to consideration of measure made in Senate. (consideration: CR S5725-5726),Budget deficits and national debt,Sen.,D,MA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,0,0,0,0,0,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Alternative and renewable resources,Sen.,D,MA,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,23,21,0,2,20,Senate - Finance,Read twice and referred to the Committee on Finance.,Employee benefits and pensions,Sen.,D,MN,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Fires,Sen.,D,AK,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Appropriations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 411.,Administrative remedies,Sen.,D,MD,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Appropriations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 412.,Access Board,Sen.,D,WA,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,4,2,2,0,4,Senate - Intelligence (Select),Read twice and referred to the Select Committee on Intelligence.,Congressional oversight,Sen.,D,MO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S. ,113,13,6,7,0,8,Senate - Energy and Natural Resources,Held at the desk.,Congressional oversight,Sen.,D,NM,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,6,5,1,0,5,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,D,RI,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Indian Affairs,By Senator Tester from Committee on Indian Affairs filed written report. Report No. 113-317.,Coal,Sen.,D,MT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,113,7,6,1,0,6,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Assault and harassment offenses,Sen.,D,OH,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,2,2,0,4,"Senate - Commerce, Science, and Transportation",Became Public Law No: 113-281.,"Drug, alcohol, tobacco use",Sen.,D,AK,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,2,2,0,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,D,CA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,NC,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,18,10,8,0,13,"Senate - Health, Education, Labor, and Pensions",Placed on Senate Legislative Calendar under General Orders. Calendar No. 444.,Advisory bodies,Sen.,D,NJ,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions",Placed on Senate Legislative Calendar under General Orders. Calendar No. 427.,Academic performance and assessments,Sen.,D,IA,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative remedies,Sen.,D,CA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Judiciary,Placed on Senate Legislative Calendar under General Orders. Calendar No. 445.,"Broadcasting, cable, digital technologies",Sen.,D,VT,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Employee benefits and pensions,Sen.,D,AK,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Consumer affairs,Sen.,D,NJ,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S3549-3550),Hydrology and hydrography,Sen.,D,MD,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Indian Affairs,Read twice and referred to the Committee on Indian Affairs.,Government lending and loan guarantees,Sen.,D,MT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,"Senate - Health, Education, Labor, and Pensions","Committee on Banking, Housing, and Urban Affairs. Hearings held.",Consumer credit,Sen.,D,NJ,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Adoption and foster care,Sen.,D,WV,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,16,9,7,0,13,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Government Operations and Politics,Sen.,D,SD,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Indian Affairs,By Senator Tester from Committee on Indian Affairs filed written report under authority of the order of the Senate of 09/18/2014. Report No. 113-267.,"Environmental assessment, monitoring, research",Sen.,D,NM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Cemeteries and funerals,Sen.,D,MD,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,AR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,HI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,"Government buildings, facilities, and property",Sen.,D,MN,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,S.Amdt.3885 Referred to the Committee on Energy and Natural Resources. ,Agricultural conservation and pollution,Sen.,D,NM,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Bankruptcy,Sen.,D,RI,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,26,25,0,1,18,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Civil actions and liability,Sen.,D,MA,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,1,3,0,4,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Private Legislation,Sen.,D,NH,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,21,12,7,2,16,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Adoption and foster care,Sen.,D,LA,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,3,0,1,4,"Senate - Commerce, Science, and Transportation",Committee on the Judiciary. Hearings held. Hearings printed: S.Hrg. 113-845.,Administrative law and regulatory procedures,Sen.,D,VT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Indian Affairs,By Senator Tester from Committee on Indian Affairs filed written report. Report No. 113-277.,Indian lands and resources rights,Sen.,D,NV,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,Senate - Indian Affairs,By Senator Tester from Committee on Indian Affairs filed written report. Report No. 113-278.,Gambling,Sen.,D,NV,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,113,12,11,0,1,9,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Commerce,Sen.,D,NH,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Commerce, Science, and Transportation","By Senator Rockefeller from Committee on Commerce, Science, and Transportation filed written report. Report No. 113-314.",Administrative law and regulatory procedures,Sen.,D,AK,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,13,13,0,0,12,Senate - Judiciary,Committee on the Judiciary. Hearings held.,Assault and harassment offenses,Sen.,D,CT,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","By Senator Rockefeller from Committee on Commerce, Science, and Transportation filed written report. Report No. 113-315.",Administrative law and regulatory procedures,Sen.,D,HI,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","By Senator Rockefeller from Committee on Commerce, Science, and Transportation filed written report. Report No. 113-316.",Atlantic Ocean,Sen.,D,MA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,8,7,0,1,6,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S3812-3813)",Administrative law and regulatory procedures,Sen.,D,IA,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative law and regulatory procedures,Sen.,D,MT,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,20,20,0,0,18,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 437.,Budget process,Sen.,D,AR,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,1,1,0,0,1,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Congressional tributes,Sen.,D,MN,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Administrative law and regulatory procedures,Sen.,D,CO,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Advanced technology and technological innovations,Sen.,D,CT,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,2,2,1,5,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Administrative law and regulatory procedures,Sen.,D,CT,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Appropriations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 435.,Afghanistan,Sen.,D,VT,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,2,1,1,0,2,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Civil actions and liability,Sen.,D,MT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,10,6,4,0,8,Senate - Finance,Read twice and referred to the Committee on Finance.,Health,Sen.,D,WV,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,3,2,0,5,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Advanced technology and technological innovations,Sen.,D,MD,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,NC,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,NJ,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,23,17,6,0,20,Senate - Foreign Relations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 489.,Advisory bodies,Sen.,D,NJ,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,2,1,1,0,2,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,Child safety and welfare,Sen.,D,NJ,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Health, Education, Labor, and Pensions",Held at the desk.,Corporate finance and management,Sen.,D,IA,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,4,2,2,0,4,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,CO,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Finance,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S3940-3941),Disability and paralysis,Sen.,D,IA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,51,49,0,2,34,Senate - Rules and Administration,Committee on Rules and Administration. Hearings held. Hearings printed: S.Hrg. 113-610.,Business records,Sen.,D,RI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,MN,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Homeland Security and Governmental Affairs,Became Public Law No: 113-282.,Computer security and identity theft,Sen.,D,DE,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,7,3,4,0,7,Senate - Judiciary,Held at the desk.,Administrative law and regulatory procedures,Sen.,D,VT,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,0,1,0,1,Senate - Homeland Security and Governmental Affairs,Became Public Law No: 113-283.,Computer security and identity theft,Sen.,D,DE,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,113,0,0,0,0,0,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Congressional tributes,Sen.,D,MN,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs,Referred to the House Committee on Oversight and Government Reform.,Congressional tributes,Sen.,D,MN,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,VA,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,13,11,1,1,11,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Agriculture and Food,Sen.,D,NY,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Child safety and welfare,Sen.,D,RI,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,11,9,2,0,8,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Congressional oversight,Sen.,D,NH,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Child health,Sen.,D,CT,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,1,2,0,3,Senate - Finance,Read twice and referred to the Committee on Finance.,Accounting and auditing,Sen.,D,RI,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Appropriations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 443.,Appropriations,Sen.,D,LA,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,5,4,0,1,5,Senate - Finance,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S4156-4158),Disability and paralysis,Sen.,D,IL,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Employee hiring,Sen.,D,MT,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Civil actions and liability,Sen.,D,NC,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,6,6,0,0,5,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,NH,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,6,5,0,1,6,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Accidents,Sen.,D,ND,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,2,1,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Administrative law and regulatory procedures,Sen.,D,MN,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Advanced technology and technological innovations,Sen.,D,NY,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,3,1,0,4,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative law and regulatory procedures,Sen.,D,OH,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative law and regulatory procedures,Sen.,D,OR,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Star Print ordered on report 113-200.,Canada,Sen.,D,LA,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,5,4,1,0,4,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Archaeology and anthropology,Sen.,D,MI,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Academic performance and assessments,Sen.,D,RI,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Administrative law and regulatory procedures,Sen.,D,NM,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Administrative law and regulatory procedures,Sen.,D,WV,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Environment and Public Works,Committee on Environment and Public Works Senate Subcommittee on Water and Wildlife. Hearings held. With printed Hearing: S.Hrg. 113-772.,Administrative remedies,Sen.,D,MD,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,21,21,0,0,19,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 451.,Business investment and capital,Sen.,D,MI,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,2,0,2,0,2,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Congressional oversight,Sen.,D,MN,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,5,0,0,5,Senate - Finance,Read twice and referred to the Committee on Finance.,Child care and development,Sen.,D,NH,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,24,24,0,0,20,,Cloture on the measure not invoked in Senate by Yea-Nay Vote. 54 - 42. Record Vote Number: 249. (consideration: CR S5082-5083; text: CR S5082),Business investment and capital,Sen.,D,MT,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,5,2,3,0,5,Senate - Finance,Read twice and referred to the Committee on Finance.,Adoption and foster care,Sen.,D,SD,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Administrative remedies,Sen.,D,MA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Alternative and renewable resources,Sen.,D,CT,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Agricultural conservation and pollution,Sen.,D,MT,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Senate Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-493.,Historic sites and heritage areas,Sen.,D,WA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,46,45,0,1,29,,Motion by Senator Reid to reconsider the vote by which cloture was not invoked on the motion to proceed to the measure (Record Vote No. 228) entered in Senate. (consideration: CR S4535),Administrative law and regulatory procedures,Sen.,D,WA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
