bill_id,URL,Congress,Title
"H.R. 1398",https://www.congress.gov/bill/118th-congress/house-bill/1398,"118th Congress (2023-2024)","To establish the CCP Initiative program, and for other purposes."
"H.R. 1397",https://www.congress.gov/bill/118th-congress/house-bill/1397,"118th Congress (2023-2024)","To amend the Fair Labor Standards Act of 1938 to exempt certain 16- and 17-year-old individuals employed in timber harvesting entities or mechanized timber harvesting entities from child labor laws, and for other purposes."
"H.R. 1396",https://www.congress.gov/bill/118th-congress/house-bill/1396,"118th Congress (2023-2024)","To modify the boundary of the Berryessa Snow Mountain National Monument to include certain Federal land in Lake County, California, and for other purposes."
"H.R. 1395",https://www.congress.gov/bill/118th-congress/house-bill/1395,"118th Congress (2023-2024)","To amend the Water Infrastructure Improvements for the Nation Act to reauthorize Delaware River Basin conservation programs, and for other purposes."
"H.R. 1394",https://www.congress.gov/bill/118th-congress/house-bill/1394,"118th Congress (2023-2024)","To amend the Immigration and Nationality Act to clarify that expedited removal of inadmissible arriving aliens applies regardless of where the alien is encountered or apprehended, and for other purposes."
"H.R. 1393",https://www.congress.gov/bill/118th-congress/house-bill/1393,"118th Congress (2023-2024)","To amend the Controlled Substances Act to define currently accepted medical use with severe restrictions, and for other purposes."
"H.R. 1392",https://www.congress.gov/bill/118th-congress/house-bill/1392,"118th Congress (2023-2024)","To reauthorize the National Flood Insurance Program through December 31, 2024."
"H.R. 1391",https://www.congress.gov/bill/118th-congress/house-bill/1391,"118th Congress (2023-2024)","To prohibit Members of the House of Representatives who are convicted of offenses involving financial or campaign finance fraud from receiving compensation for biographies, media appearances, or expressive or creative works, and for other purposes."
"H.R. 1390",https://www.congress.gov/bill/118th-congress/house-bill/1390,"118th Congress (2023-2024)","To amend title 31, United States Code, to require the Chief Operating Officer of each agency to compile a list of unnecessary programs, and for other purposes."
"H.R. 1389",https://www.congress.gov/bill/118th-congress/house-bill/1389,"118th Congress (2023-2024)","To provide the Secretary of Energy with the authority to enter into contracts and cooperative agreements to improve the resilience of defense critical electric infrastructure and reduce the vulnerability of critical defense facilities to the disruption of the supply of electric energy to those facilities."
"H.R. 1388",https://www.congress.gov/bill/118th-congress/house-bill/1388,"118th Congress (2023-2024)","To require the Secretary of the Treasury mint coins to honor and memorialize the tragedy of the Sultana steamboat explosion of 1865."
"H.R. 1387",https://www.congress.gov/bill/118th-congress/house-bill/1387,"118th Congress (2023-2024)","To amend the Elementary and Secondary Education Act of 1965 to increase civics education programs, and for other purposes."
"H.R. 1386",https://www.congress.gov/bill/118th-congress/house-bill/1386,"118th Congress (2023-2024)","To amend the Immigration and Nationality Act to provide for the automatic acquisition of citizenship for certain children born outside the United States to a parent who is or becomes a United States citizen, and for other purposes."
"H.R. 1385",https://www.congress.gov/bill/118th-congress/house-bill/1385,"118th Congress (2023-2024)","To amend title XXVII of the Public Health Service Act to improve health care coverage under vision and dental plans, and for other purposes."
"H.R. 1384",https://www.congress.gov/bill/118th-congress/house-bill/1384,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to increase the income cap for and make permanent the mortgage insurance premium deduction."
"H.R. 1383",https://www.congress.gov/bill/118th-congress/house-bill/1383,"118th Congress (2023-2024)","To amend the Marine Mammal Protection Act of 1972 to direct the Secretary of Commerce to establish a climate impact management plan for the conservation of certain marine mammal species, and for other purposes."
"H.R. 1382",https://www.congress.gov/bill/118th-congress/house-bill/1382,"118th Congress (2023-2024)","To change the Bureau of Consumer Financial Protection into an independent agency named the Consumer Financial Empowerment Agency, to transition the Agency to the regular appropriations process, and for other purposes."
"H.R. 1381",https://www.congress.gov/bill/118th-congress/house-bill/1381,"118th Congress (2023-2024)","To provide that individuals who are beneficiaries of deferred action, deferred enforced departure, or temporary protected status shall be treated in the same manner as citizens of the United States for purposes of determining the eligibility of such individuals to serve as officers or employees of Congress."
"H.R. 1380",https://www.congress.gov/bill/118th-congress/house-bill/1380,"118th Congress (2023-2024)","To require the Secretary of Agriculture and the Secretary of the Interior to issue guidance on climbing management in designated wilderness areas, and for other purposes."
"H.R. 1379",https://www.congress.gov/bill/118th-congress/house-bill/1379,"118th Congress (2023-2024)","To permit a registered investment company to omit certain fees from the calculation of Acquired Fund Fees and Expenses, and for other purposes."
"H.R. 1378",https://www.congress.gov/bill/118th-congress/house-bill/1378,"118th Congress (2023-2024)","To amend title 38, United States Code, to establish an internship program within the Board of Veterans' Appeals, and for other purposes."
"H.R. 1377",https://www.congress.gov/bill/118th-congress/house-bill/1377,"118th Congress (2023-2024)","To direct the Assistant Secretary of Commerce for Communications and Information to take certain actions to enhance the representation of the United States and promote United States leadership in communications standards-setting bodies, and for other purposes."
"H.R. 1376",https://www.congress.gov/bill/118th-congress/house-bill/1376,"118th Congress (2023-2024)","To require the Director of National Intelligence to declassify information relating to the origin of COVID-19, and for other purposes."
"H.R. 1375",https://www.congress.gov/bill/118th-congress/house-bill/1375,"118th Congress (2023-2024)","To allow the Secretary of Health and Human Services to deny approval of a new drug application for an opioid analgesic drug on the basis of such drug not being clinically superior to other commercially available drugs."
"H.R. 1374",https://www.congress.gov/bill/118th-congress/house-bill/1374,"118th Congress (2023-2024)","To amend the Higher Education Act of 1965 to prohibit the imposition of COVID-19 vaccine mandates by institutions of higher education, and for other purposes."
"H.R. 1373",https://www.congress.gov/bill/118th-congress/house-bill/1373,"118th Congress (2023-2024)","SAFE Laboratories Act"
"H.R. 1372",https://www.congress.gov/bill/118th-congress/house-bill/1372,"118th Congress (2023-2024)","To award a Congressional Gold Medal to all United States nationals who voluntarily joined the Canadian and British armed forces and their supporting entities during World War II, in recognition of their dedicated service."
"H.R. 1371",https://www.congress.gov/bill/118th-congress/house-bill/1371,"118th Congress (2023-2024)","Student Loan Disclosure Transparency Act of 2023"
"H.R. 1370",https://www.congress.gov/bill/118th-congress/house-bill/1370,"118th Congress (2023-2024)","Communications Security Act"
"H.R. 1369",https://www.congress.gov/bill/118th-congress/house-bill/1369,"118th Congress (2023-2024)","Peace on the Korean Peninsula Act"
"H.R. 1368",https://www.congress.gov/bill/118th-congress/house-bill/1368,"118th Congress (2023-2024)","Deter PRC Support to the Russian War Effort Act"
"H.R. 1367",https://www.congress.gov/bill/118th-congress/house-bill/1367,"118th Congress (2023-2024)","Water System Threat Preparedness and Resilience Act of 2023"
"H.R. 1366",https://www.congress.gov/bill/118th-congress/house-bill/1366,"118th Congress (2023-2024)","To require the Department of Housing and Urban Development to conduct an annual risk assessment of properties receiving tenant-based or project-based rental assistance for lead-based hazards, and for other purposes."
"H.R. 1365",https://www.congress.gov/bill/118th-congress/house-bill/1365,"118th Congress (2023-2024)","To provide that Federal funds may not be made available to lawless jurisdictions, and for other purposes."
"H.R. 1364",https://www.congress.gov/bill/118th-congress/house-bill/1364,"118th Congress (2023-2024)","To direct the Secretary of the Interior to reissue a final rule relating to removing the Greater Yellowstone Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife and to issue a new rule removing the Northern Continental Divide Ecosystem population of grizzly bears from such list."
"H.R. 1363",https://www.congress.gov/bill/118th-congress/house-bill/1363,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to provide bonus depreciation for certain space launch expenditures, and for other purposes."
"H.R. 1362",https://www.congress.gov/bill/118th-congress/house-bill/1362,"118th Congress (2023-2024)","To prohibit the Secretary of the Interior and the Secretary of Agriculture from issuing a moratorium on issuing new oil and gas leases and drill permits on certain Federal lands."
"H.R. 1361",https://www.congress.gov/bill/118th-congress/house-bill/1361,"118th Congress (2023-2024)","To authorize the Director of the Bureau of Justice Assistance to make grants to States, units of local government, and gun dealers to conduct gun buyback programs, and for other purposes."
"H.R. 1360",https://www.congress.gov/bill/118th-congress/house-bill/1360,"118th Congress (2023-2024)","To establish a cybersecurity literacy campaign, and for other purposes."
"H.R. 1359",https://www.congress.gov/bill/118th-congress/house-bill/1359,"118th Congress (2023-2024)","To expand the take-home prescribing of methadone through pharmacies."
"H.R. 1358",https://www.congress.gov/bill/118th-congress/house-bill/1358,"118th Congress (2023-2024)","To direct the Bureau of Labor Statistics to prepare and publish a Consumer Price Index for Rural Consumers, and for other purposes."
"H.R. 1357",https://www.congress.gov/bill/118th-congress/house-bill/1357,"118th Congress (2023-2024)","To provide for congressional oversight of certain sanctions imposed with respect to the Russian Federation."
"H.R. 1356",https://www.congress.gov/bill/118th-congress/house-bill/1356,"118th Congress (2023-2024)","To modernize and streamline the public diplomacy capabilities of the Department of State, increase evaluation of public diplomacy programming, enhance strategic planning for the Department's public diplomacy physical presence abroad, and for other purposes."
"H.R. 1355",https://www.congress.gov/bill/118th-congress/house-bill/1355,"118th Congress (2023-2024)","Defund Heroin Injection Centers Act of 2023"
"H.R. 1354",https://www.congress.gov/bill/118th-congress/house-bill/1354,"118th Congress (2023-2024)","Information and Communication Technology Strategy Act"
"H.R. 1353",https://www.congress.gov/bill/118th-congress/house-bill/1353,"118th Congress (2023-2024)","ALERT Parity Act"
"H.R. 1352",https://www.congress.gov/bill/118th-congress/house-bill/1352,"118th Congress (2023-2024)","Increasing Access to Biosimilars Act of 2023"
"H.R. 1351",https://www.congress.gov/bill/118th-congress/house-bill/1351,"118th Congress (2023-2024)","Save Oak Flat From Foreign Mining Act"
"H.R. 1350",https://www.congress.gov/bill/118th-congress/house-bill/1350,"118th Congress (2023-2024)","Cameron’s Law"
"H.R. 1349",https://www.congress.gov/bill/118th-congress/house-bill/1349,"118th Congress (2023-2024)","African Burial Ground International Memorial Museum and Educational Center Act"
"H.R. 1348",https://www.congress.gov/bill/118th-congress/house-bill/1348,"118th Congress (2023-2024)","To extend the prohibition on the joint use of Homestead Air Reserve Base, Homestead, Florida, by the Air Force and civil aircraft."
"H.R. 1347",https://www.congress.gov/bill/118th-congress/house-bill/1347,"118th Congress (2023-2024)","D-BLOC Act"
"H.R. 1346",https://www.congress.gov/bill/118th-congress/house-bill/1346,"118th Congress (2023-2024)","To require the Director of National Intelligence to declassify information relating to the origin of COVID-19, and for other purposes."
"H.R. 1345",https://www.congress.gov/bill/118th-congress/house-bill/1345,"118th Congress (2023-2024)","NTIA Policy and Cybersecurity Coordination Act"
"H.R. 1344",https://www.congress.gov/bill/118th-congress/house-bill/1344,"118th Congress (2023-2024)","To rename the Dallas Veterans Affairs Medical Center in Dallas, Texas, as the ""Eddie Bernice Johnson VA Medical Center""."
"H.R. 1343",https://www.congress.gov/bill/118th-congress/house-bill/1343,"118th Congress (2023-2024)","To codify the Institute for Telecommunication Sciences and to direct the Assistant Secretary of Commerce for Communications and Information to establish an initiative to support the development of emergency communication and tracking technologies, and for other purposes."
"H.R. 1342",https://www.congress.gov/bill/118th-congress/house-bill/1342,"118th Congress (2023-2024)","Medicaid Dental Benefit Act of 2023"
"H.R. 1341",https://www.congress.gov/bill/118th-congress/house-bill/1341,"118th Congress (2023-2024)","Spectrum Coordination Act"
"H.R. 1340",https://www.congress.gov/bill/118th-congress/house-bill/1340,"118th Congress (2023-2024)","Open RAN Outreach Act"
"H.R. 1339",https://www.congress.gov/bill/118th-congress/house-bill/1339,"118th Congress (2023-2024)","Precision Agriculture Satellite Connectivity Act"
"H.R. 1338",https://www.congress.gov/bill/118th-congress/house-bill/1338,"118th Congress (2023-2024)","To amend the Communications Act of 1934 to provide authority for certain licenses, and for other purposes."
"H.R. 1337",https://www.congress.gov/bill/118th-congress/house-bill/1337,"118th Congress (2023-2024)","Immigration Enforcement Partnership Act of 2023"
"H.R. 1336",https://www.congress.gov/bill/118th-congress/house-bill/1336,"118th Congress (2023-2024)","IRS Whistleblower Program Improvement Act of 2023"
"H.R. 1335",https://www.congress.gov/bill/118th-congress/house-bill/1335,"118th Congress (2023-2024)","TAPP American Resources Act"
"H.R. 1334",https://www.congress.gov/bill/118th-congress/house-bill/1334,"118th Congress (2023-2024)","Liberty City Rising Act"
"H.R. 1333",https://www.congress.gov/bill/118th-congress/house-bill/1333,"118th Congress (2023-2024)","Safe Temperature Act of 2023"
"H.R. 1332",https://www.congress.gov/bill/118th-congress/house-bill/1332,"118th Congress (2023-2024)","Thirty-Two Hour Workweek Act"
"H.R. 1331",https://www.congress.gov/bill/118th-congress/house-bill/1331,"118th Congress (2023-2024)","To treat Hurricane Ian as a qualified disaster for purposes of determining the tax treatment of certain disaster-related personal casualty losses."
"H.R. 1330",https://www.congress.gov/bill/118th-congress/house-bill/1330,"118th Congress (2023-2024)","Taiwan Democracy Defense Lend-Lease Act of 2023"
"H.R. 1329",https://www.congress.gov/bill/118th-congress/house-bill/1329,"118th Congress (2023-2024)","To amend title 38, United States Code, to provide for an increase in the maximum number of judges who may be appointed to the United States Court of Appeals for Veterans Claims."
"H.R. 1328",https://www.congress.gov/bill/118th-congress/house-bill/1328,"118th Congress (2023-2024)","Medical Device Nonvisual Accessibility Act of 2023"
"H.R. 1327",https://www.congress.gov/bill/118th-congress/house-bill/1327,"118th Congress (2023-2024)","Defend our Coast Act"
"H.R. 1326",https://www.congress.gov/bill/118th-congress/house-bill/1326,"118th Congress (2023-2024)","SALT Act"
"H.R. 1325",https://www.congress.gov/bill/118th-congress/house-bill/1325,"118th Congress (2023-2024)","To permit aliens seeking asylum to be eligible for employment in the United States and for other purposes."
"H.R. 1324",https://www.congress.gov/bill/118th-congress/house-bill/1324,"118th Congress (2023-2024)","Uyghur Human Rights Sanctions Review Act"
"H.R. 1323",https://www.congress.gov/bill/118th-congress/house-bill/1323,"118th Congress (2023-2024)","To amend title 5, United States Code, to provide that for purposes of computing the annuity of certain law enforcement officers, any hours worked in excess of the limitation applicable to law enforcement premium pay shall be included in such computation, and for other purposes."
"H.R. 1322",https://www.congress.gov/bill/118th-congress/house-bill/1322,"118th Congress (2023-2024)","To amend title 5, United States Code, to include certain Federal positions within the definition of law enforcement officer for retirement purposes, and for other purposes."
"H.R. 1321",https://www.congress.gov/bill/118th-congress/house-bill/1321,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to increase the exclusion of gain from the sale of a principal residence, and for other purposes."
"H.R. 1320",https://www.congress.gov/bill/118th-congress/house-bill/1320,"118th Congress (2023-2024)","To amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf in the Mid-Atlantic, South Atlantic, North Atlantic, and Straits of Florida planning areas."
"H.R. 1319",https://www.congress.gov/bill/118th-congress/house-bill/1319,"118th Congress (2023-2024)","Biking on Long-Distance Trails Act"
"H.R. 1318",https://www.congress.gov/bill/118th-congress/house-bill/1318,"118th Congress (2023-2024)","To authorize the location of a monument on the National Mall to commemorate and honor the women's suffrage movement and the passage of the 19th Amendment to the Constitution, and for other purposes."
"H.R. 1317",https://www.congress.gov/bill/118th-congress/house-bill/1317,"118th Congress (2023-2024)","To require the Secretary of Agriculture and the Secretary of the Interior to prioritize the completion of the Continental Divide National Scenic Trail, and for other purposes."
"H.R. 1316",https://www.congress.gov/bill/118th-congress/house-bill/1316,"118th Congress (2023-2024)","To amend titles XIX and XXI of the Social Security Act to allow States to provide for extended periods of continuous coverage under the Medicaid and CHIP programs for children, to provide a period of continuous eligibility under the Medicaid program for certain adults, and for other purposes."
"H.R. 1315",https://www.congress.gov/bill/118th-congress/house-bill/1315,"118th Congress (2023-2024)","To amend the Public Health Service Act to establish a Prostate Cancer Coordinating Committee, and for other purposes."
"H.R. 1314",https://www.congress.gov/bill/118th-congress/house-bill/1314,"118th Congress (2023-2024)","To authorize the Secretary of the Interior to enter into partnerships to develop housing, and for other purposes."
"H.R. 1313",https://www.congress.gov/bill/118th-congress/house-bill/1313,"118th Congress (2023-2024)","Transparency in CFPB Cost-Benefit Analysis Act"
"H.R. 1312",https://www.congress.gov/bill/118th-congress/house-bill/1312,"118th Congress (2023-2024)","To amend the Wild and Scenic Rivers Act to direct the Secretary of the Interior to conduct a study of the Deerfield River for potential addition to the national wild and scenic rivers system, and for other purposes."
"H.R. 1311",https://www.congress.gov/bill/118th-congress/house-bill/1311,"118th Congress (2023-2024)","College Cost Transparency and Student Protection Act"
"H.R. 1310",https://www.congress.gov/bill/118th-congress/house-bill/1310,"118th Congress (2023-2024)","SHARE Act"
"H.R. 1309",https://www.congress.gov/bill/118th-congress/house-bill/1309,"118th Congress (2023-2024)","To require the use of replacement cost value in determining the premium rates for flood insurance coverage under the National Flood Insurance Act, and for other purposes."
"H.R. 1308",https://www.congress.gov/bill/118th-congress/house-bill/1308,"118th Congress (2023-2024)","Community Mapping Act"
"H.R. 1307",https://www.congress.gov/bill/118th-congress/house-bill/1307,"118th Congress (2023-2024)","To repeal the mandatory flood insurance coverage requirement for commercial properties located in flood hazard areas, and for other purposes."
"H.R. 1306",https://www.congress.gov/bill/118th-congress/house-bill/1306,"118th Congress (2023-2024)","Taxpayer Exposure Mitigation Act"
"H.R. 1305",https://www.congress.gov/bill/118th-congress/house-bill/1305,"118th Congress (2023-2024)","SUPER BUGS Act of 2023"
"H.R. 1304",https://www.congress.gov/bill/118th-congress/house-bill/1304,"118th Congress (2023-2024)","To approve the settlement of water rights claims of the Pueblos of Acoma and Laguna in the Rio San José Stream System and the Pueblos of Jemez and Zia in the Rio Jemez Stream System in the State of New Mexico, and for other purposes."
"H.R. 1303",https://www.congress.gov/bill/118th-congress/house-bill/1303,"118th Congress (2023-2024)","To amend the John D. Dingell, Jr. Conservation, Management, and Recreation Act to establish the Cerro de la Olla Wilderness in the Río Grande del Norte National Monument and to modify the boundary of the Río Grande del Norte National Monument."
"H.R. 1302",https://www.congress.gov/bill/118th-congress/house-bill/1302,"118th Congress (2023-2024)","Gun Records Restoration and Preservation Act"
"H.R. 1301",https://www.congress.gov/bill/118th-congress/house-bill/1301,"118th Congress (2023-2024)","To suspend the enforcement of certain civil liabilities of Federal employees and contractors during a lapse in appropriations, or during a breach of the statutory debt limit, and for other purposes."
"H.R. 1300",https://www.congress.gov/bill/118th-congress/house-bill/1300,"118th Congress (2023-2024)","IRS Whistleblower Program Improvement Act of 2023"
"H.R. 1299",https://www.congress.gov/bill/118th-congress/house-bill/1299,"118th Congress (2023-2024)","Heroes of the Warsaw Ghetto Congressional Gold Medal Act"
"H.R. 1298",https://www.congress.gov/bill/118th-congress/house-bill/1298,"118th Congress (2023-2024)","United States Foundation for International Conservation Act of 2023"
"H.R. 1297",https://www.congress.gov/bill/118th-congress/house-bill/1297,"118th Congress (2023-2024)","To amend title 10, United States Code, to prohibit the Secretary of Defense from paying or reimbursing expenses relating to abortion services, and for other purposes."
"H.R. 1296",https://www.congress.gov/bill/118th-congress/house-bill/1296,"118th Congress (2023-2024)","Restoration of Employment Choice for Adults with Disabilities Act"
"H.R. 1295",https://www.congress.gov/bill/118th-congress/house-bill/1295,"118th Congress (2023-2024)","Early Voting Act"
"H.R. 1294",https://www.congress.gov/bill/118th-congress/house-bill/1294,"118th Congress (2023-2024)","To amend title XXXIII of the Public Health Service Act with respect to flexibility and funding for the World Trade Center Health Program."
"H.R. 1293",https://www.congress.gov/bill/118th-congress/house-bill/1293,"118th Congress (2023-2024)","To improve the safety of the air supply on aircraft, and for other purposes."
"H.R. 1292",https://www.congress.gov/bill/118th-congress/house-bill/1292,"118th Congress (2023-2024)","To require Federal law enforcement agencies to report on cases of missing or murdered Indians, and for other purposes."
"H.R. 1291",https://www.congress.gov/bill/118th-congress/house-bill/1291,"118th Congress (2023-2024)","To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances."
"H.R. 1290",https://www.congress.gov/bill/118th-congress/house-bill/1290,"118th Congress (2023-2024)","To amend the Food, Conservation, and Energy Act of 2008 to clarify propane storage as an eligible use for funds provided under the storage facility loan program, and for other purposes."
"H.R. 1289",https://www.congress.gov/bill/118th-congress/house-bill/1289,"118th Congress (2023-2024)","To require that any debt limit increase or suspension be balanced by equal spending cuts over the next decade."
"H.R. 1288",https://www.congress.gov/bill/118th-congress/house-bill/1288,"118th Congress (2023-2024)","To amend the Chemical and Biological Weapons Control and Warfare Elimination Act of 1991 to impose sanctions against governments of foreign states that engage in an act or acts of gross negligence with respect to state owned, operated, or directed chemical or biological programs."
"H.R. 1287",https://www.congress.gov/bill/118th-congress/house-bill/1287,"118th Congress (2023-2024)","Cattle Price Discovery and Transparency Act of 2023"
"H.R. 1286",https://www.congress.gov/bill/118th-congress/house-bill/1286,"118th Congress (2023-2024)","Lone Star Reimbursement Act"
"H.R. 1285",https://www.congress.gov/bill/118th-congress/house-bill/1285,"118th Congress (2023-2024)","To require a report from the Secretary of Homeland Security on the existence of programs and components of the Department of Homeland Security that are not explicitly authorized in statute."
"H.R. 1284",https://www.congress.gov/bill/118th-congress/house-bill/1284,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to adjust the rate of income tax of a publicly traded corporation based on the ratio of compensation of the corporation's highest paid employee to the median compensation of all the corporation's employees, and for other purposes."
"H.R. 1283",https://www.congress.gov/bill/118th-congress/house-bill/1283,"118th Congress (2023-2024)","To prohibit the use of certain names and likenesses on Government checks where such use has the potential to constitute self-promotion."
"H.R. 1282",https://www.congress.gov/bill/118th-congress/house-bill/1282,"118th Congress (2023-2024)","To amend title 10, United States Code, to expand eligibility to certain military retirees for concurrent receipt of veterans' disability compensation and retired pay or combat-related special compensation, and for other purposes."
"H.R. 1281",https://www.congress.gov/bill/118th-congress/house-bill/1281,"118th Congress (2023-2024)","To provide standards for physical condition and management of housing receiving assistance payments under section 8 of the United States Housing Act of 1937."
"H.R. 1280",https://www.congress.gov/bill/118th-congress/house-bill/1280,"118th Congress (2023-2024)","Cerebral Palsy Research Program Authorization Act of 2023"
"H.R. 1279",https://www.congress.gov/bill/118th-congress/house-bill/1279,"118th Congress (2023-2024)","Sunshine Protection Act of 2023"
"H.R. 1278",https://www.congress.gov/bill/118th-congress/house-bill/1278,"118th Congress (2023-2024)","DRIVE Act"
"H.R. 1277",https://www.congress.gov/bill/118th-congress/house-bill/1277,"118th Congress (2023-2024)","Military Spouse Hiring Act"
"H.R. 1276",https://www.congress.gov/bill/118th-congress/house-bill/1276,"118th Congress (2023-2024)","To protect children from medical malpractice in the form of gender transition procedures."
"H.R. 1275",https://www.congress.gov/bill/118th-congress/house-bill/1275,"118th Congress (2023-2024)","To prohibit the use of Federal funds to carry out Executive Order 14091."
"H.R. 1274",https://www.congress.gov/bill/118th-congress/house-bill/1274,"118th Congress (2023-2024)","To reauthorize the Lake Tahoe Restoration Act, and for other purposes."
"H.R. 1273",https://www.congress.gov/bill/118th-congress/house-bill/1273,"118th Congress (2023-2024)","To amend the Peace Corps Act by providing better support for current and returned volunteers, and for other purposes."
"H.R. 1272",https://www.congress.gov/bill/118th-congress/house-bill/1272,"118th Congress (2023-2024)","To designate the facility of the United States Postal Service located at 4400 East Paisano Drive in El Paso, Texas, as the ""Enedina Sanchez Cordero Post Office Building""."
"H.R. 1271",https://www.congress.gov/bill/118th-congress/house-bill/1271,"118th Congress (2023-2024)","To amend title 18, United States Code, to discontinue the collection by the Federal Government of firearm transaction records of discontinued firearms businesses, to require the destruction of such already collected records, and for other purposes."
"H.R. 1270",https://www.congress.gov/bill/118th-congress/house-bill/1270,"118th Congress (2023-2024)","To exclude certain amounts relating to compensating victims of the East Palestine train derailment, and for other purposes."
"H.R. 1269",https://www.congress.gov/bill/118th-congress/house-bill/1269,"118th Congress (2023-2024)","To amend the Richard B. Russell National School Lunch Act and the Child Nutrition Act of 1966 to increase reimbursement rates of school meals, and for other purposes."
"H.R. 1268",https://www.congress.gov/bill/118th-congress/house-bill/1268,"118th Congress (2023-2024)","Special Envoy for the Abraham Accords Act"
"H.R. 1267",https://www.congress.gov/bill/118th-congress/house-bill/1267,"118th Congress (2023-2024)","Air Carrier Access Amendments Act of 2023"
"H.R. 1266",https://www.congress.gov/bill/118th-congress/house-bill/1266,"118th Congress (2023-2024)","Building Credit Access for Veterans Act of 2023"
"H.R. 1265",https://www.congress.gov/bill/118th-congress/house-bill/1265,"118th Congress (2023-2024)","Debt Solution and Accountability Act"
"H.R. 1264",https://www.congress.gov/bill/118th-congress/house-bill/1264,"118th Congress (2023-2024)","To streamline the employer reporting process and strengthen the eligibility verification process for the premium assistance tax credit and cost-sharing subsidy."
"H.R. 1263",https://www.congress.gov/bill/118th-congress/house-bill/1263,"118th Congress (2023-2024)","Transformation to Competitive Integrated Employment Act"
"H.R. 1262",https://www.congress.gov/bill/118th-congress/house-bill/1262,"118th Congress (2023-2024)","CCU Parity Act of 2023"
"H.R. 1261",https://www.congress.gov/bill/118th-congress/house-bill/1261,"118th Congress (2023-2024)","Federal Employees Sustainable Investment Act"
"H.R. 1260",https://www.congress.gov/bill/118th-congress/house-bill/1260,"118th Congress (2023-2024)","SALT Relief Act"
"H.R. 1259",https://www.congress.gov/bill/118th-congress/house-bill/1259,"118th Congress (2023-2024)","HITS Act"
"H.R. 1258",https://www.congress.gov/bill/118th-congress/house-bill/1258,"118th Congress (2023-2024)","To provide adequate protections for gun owners, and for other purposes."
"H.R. 1257",https://www.congress.gov/bill/118th-congress/house-bill/1257,"118th Congress (2023-2024)","Reducing Helicopter Noise in the District of Columbia Act"
"H.R. 1256",https://www.congress.gov/bill/118th-congress/house-bill/1256,"118th Congress (2023-2024)","Veterans Health Administration Leadership Transformation Act"
"H.R. 1255",https://www.congress.gov/bill/118th-congress/house-bill/1255,"118th Congress (2023-2024)","Sgt. Isaac Woodard, Jr. and Sgt. Joseph H. Maddox GI Bill Restoration Act of 2023"
"H.R. 1254",https://www.congress.gov/bill/118th-congress/house-bill/1254,"118th Congress (2023-2024)","RUSSIA Act"
"H.R. 1253",https://www.congress.gov/bill/118th-congress/house-bill/1253,"118th Congress (2023-2024)","To enhance the security of the United States and its allies, and for other purposes."
"H.R. 1252",https://www.congress.gov/bill/118th-congress/house-bill/1252,"118th Congress (2023-2024)","Doris Miller Congressional Gold Medal Act"
"H.R. 1251",https://www.congress.gov/bill/118th-congress/house-bill/1251,"118th Congress (2023-2024)","To authorize the President to award the Medal of Honor to Doris Miller posthumously for acts of valor while a member of the Navy during World War II."
"H.R. 1250",https://www.congress.gov/bill/118th-congress/house-bill/1250,"118th Congress (2023-2024)","Family Farm and Small Business Exemption Act"
"H.R. 1249",https://www.congress.gov/bill/118th-congress/house-bill/1249,"118th Congress (2023-2024)","Opportunities for Fairness in Farming Act of 2023"
"H.R. 1248",https://www.congress.gov/bill/118th-congress/house-bill/1248,"118th Congress (2023-2024)","Confederate Monument Removal Act"
"H.R. 1247",https://www.congress.gov/bill/118th-congress/house-bill/1247,"118th Congress (2023-2024)","To award a Congressional Gold Medal to the Freedom Riders, collectively, in recognition of their unique contribution to Civil Rights, which inspired a revolutionary movement for equality in interstate travel."
"H.R. 1246",https://www.congress.gov/bill/118th-congress/house-bill/1246,"118th Congress (2023-2024)","To authorize leases of up to 99 years for land held in trust for federally recognized Indian Tribes."
"H.R. 1245",https://www.congress.gov/bill/118th-congress/house-bill/1245,"118th Congress (2023-2024)","Grizzly Bear State Management Act of 2023"
"H.R. 1244",https://www.congress.gov/bill/118th-congress/house-bill/1244,"118th Congress (2023-2024)","The original legislation awarding a historic Congressional Gold Medal, collectively, to Africans and their descendants enslaved within our country from August 20, 1619, to December 6, 1865"
"H.R. 1243",https://www.congress.gov/bill/118th-congress/house-bill/1243,"118th Congress (2023-2024)","Federal Agent Responsibility Act"
"H.R. 1242",https://www.congress.gov/bill/118th-congress/house-bill/1242,"118th Congress (2023-2024)","Military Support for Fighting Wildfires Act of 2023"
"H.R. 1241",https://www.congress.gov/bill/118th-congress/house-bill/1241,"118th Congress (2023-2024)","Broadband Incentives for Communities Act"
"H.R. 1240",https://www.congress.gov/bill/118th-congress/house-bill/1240,"118th Congress (2023-2024)","Winnebago Land Transfer Act of 2023"
